Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính
SHSK75,"Thửa 117 - Tờ 122 Đồng Xoài, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5200000.0,57.77,Đất,5m,18m,Tây Bắc
SHSHU5,"Thửa 763 - tờ 151 Thôn An Trạch, Xã Hòa Tiến, H.Hòa Vang, TP. Đà Nẵng",1850000.0,16.56,Đất,6m,18.9m,Tây Nam
ABAK0Y,"Thửa 1358 - tờ 16 Đức Bưu 2, P.Hương Sơ, Q.Phú Xuân, TP. Huế",1350000.0,22.5,Đất,5m,12m,Đông Nam
WGFWSR,"55 (Thửa 2 - tờ 153) Phan Thao, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",6800000.0,68.0,Đất,5m,20m,Tây Bắc
2VGCQZ,"Thửa 183 -Tờ 99 Đỗ Huy Uyển, P.An Hải Bắc, Q.Sơn Trà, TP. Đà Nẵng",15000000.0,150.0,Đất,5m,20m,Đông Nam
5KUZV7,"Thửa 280 - tờ 2 Thiết Bình, Xã Vân Hà, H.Đông Anh, TP. Hà Nội",3900000.0,47.21,Đất,6.76m,12.25m,Đông Nam
7CSTTA,"Thửa 446 - tờ 88 Thôn 4, Xã Phú Cát, H.Quốc Oai, TP. Hà Nội",5900000.0,30.1,Đất,7.47m,22.58m,Đông
65VWG8,"Thửa 1064 - tờ 52 Thanh Lâm, TT.Quang Minh, H.Mê Linh, TP. Hà Nội",5100000.0,53.34,Đất,6.95m,12.82m,Đông Bắc
3A6R9Q,"Thửa 23A - tờ 02 TDP Vân Tra, P.An Đồng, Q.An Dương, TP. Hải Phòng",5600000.0,40.0,Đất,7m,20m,Nam
5KU0Z7,"Thửa LK4-21 - tờ phân lô đấu giá Bãi Vạc, TT.Đại Nghĩa, H.Mỹ Đức, TP. Hà Nội",4900000.0,59.39,Đất,5.5m,15m,Đông Nam
UD3RJS,"Thửa 150 - tờ 102 thôn 2, Xã Phú Cát, H.Quốc Oai, TP. Hà Nội",3550000.0,24.06,Đất,5.54m,26.05m,Đông Nam
E0CTB4,"Thửa 3705 - tờ 3 TDP 5, P.Lưu Kiếm, TP.Thuỷ Nguyên, TP. Hải Phòng",999.0,8.53,Đất,4.89m,12.45m,Tây
UD3KCS,"Thửa 52 - tờ 17 TDP 6, P.Lưu Kiếm, TP.Thuỷ Nguyên, TP. Hải Phòng",790.0,9.82,Đất,5.14m,11.7m,Đông Nam
SHQCD5,"114 (Thửa 22 - tờ 00) Nguyễn Quyền, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",4850000.0,53.88,Đất,5m,18m,Đông
QY6QWU,"Thửa (972+973)B - Tờ 03 Thôn 8, P.Trần Hưng Đạo, TP.Thuỷ Nguyên, TP. Hải Phòng",2049999.9999999998,20.79,Đất,4.27m,25.02m,Tây Bắc
QY66TU,"Thửa 4360 - Tờ 1 Thôn 5, P.Quảng Thanh, TP.Thuỷ Nguyên, TP. Hải Phòng",2049999.9999999998,19.65,Đất,5.6m,19.1m,Đông Bắc
WGEH6R,"Thửa 1031 - tờ 147 Thôn An Trạch, Xã Hòa Tiến, H.Hòa Vang, TP. Đà Nẵng",1560000.0,11.64,Đất,7.5m,18.02m,Nam
5K3TQ7,"Thửa 200 - Tờ 6, Số 272 Nguyễn Sinh Cung, P.Vỹ Dạ, Q.Thuận Hóa, TP. Huế",2350000.0,23.5,Đất,5.04m,19.85m,Tây
49K1CF,"Thửa 484 - Tờ 17 Thôn Vinh Vệ, Xã Phú Mỹ, H.Phú Vang, TP. Huế",2550000.0,15.93,Đất,8m,20m,Đông Nam
65X448,"Thửa 207 - tờ 26 Kim Nê, Xã Thanh Bình, H.Chương Mỹ, TP. Hà Nội",3200000.0,20.21,Đất,10m,16m,Tây Nam
R2E6DJ,"Thửa 266 - Tờ 55 ĐT 446, Xã Yên Bình, H.Thạch Thất, TP. Hà Nội",3500000.0,20.43,Đất,9.78m,18.31m,Nam
ABUJ6Y,"Thửa 219 - Tờ 67 Bãi Dài, Xã Tiến Xuân, H.Thạch Thất, TP. Hà Nội",2500000.0,28.24,Đất,5.8m,16.76m,Đông Bắc
UD6HXS,"Thửa 141 - tờ 93 Thượng Đức, P.Minh Đức, Q.Đồ Sơn, TP. Hải Phòng",1500000.0,14.21,Đất,5.5m,19.5m,Tây Bắc
5K8MS7,"Thửa 238 - Tờ 8 Quốc Lộ 32, TT.Trạm Trôi, H.Hoài Đức, TP. Hà Nội",9000000.0,170.77,Đất,4m,13.18m,Tây Bắc
SH1615,"16/22/25 (Thửa 113 - tờ 59) Quang Đàm, P.Sở Dầu, Q.Hồng Bàng, TP. Hải Phòng",2600000.0,55.34,Đất,4.7m,11.34m,Đông Bắc
49DY2F,"Thửa 15 - tờ QH Đình Trung, Xã Xuân Nộn, H.Đông Anh, TP. Hà Nội",7500000.0,62.5,Đất,6m,20m,Nam
SH1MV5,"Thửa 92 - tờ 60 Đản Mỗ, Xã Uy Nỗ, H.Đông Anh, TP. Hà Nội",3800000.0,82.6,Đất,4.88m,10.51m,Nam
UDVN6S,"Thửa 103 - tờ 3 Phù Liên, Xã Bắc Hồng, H.Đông Anh, TP. Hà Nội",7400000.0,70.07,Đất,6m,18.03m,Tây Bắc
5K6MA7,"Thửa 24 - tờ 13 Đê Phương Trạch, Xã Cổ Loa, H.Đông Anh, TP. Hà Nội",3000000.0,89.82,Đất,3.93m,8.84m,Đông Nam
E0YQT4,"Thửa 150 - tờ 66 Thôn Quan Âm, Xã Bắc Hồng, H.Đông Anh, TP. Hà Nội",4000000.0,65.57,Đất,4.5m,13.96m,Đông Bắc
SH1P95,"Thửa Lô số 74B - tờ 09 (QĐ594) TĐC Đồng Dứa, P.Đằng Hải, Q.Hải An, TP. Hải Phòng",4800000.0,40.0,Đất,5m,24m,Đông
SH14F5,"Thửa 223 - Tờ 21 thôn La Đồng, Xã Hợp Thanh, H.Mỹ Đức, TP. Hà Nội",850.0,9.92,Đất,5.6m,15.04m,Tây
GMW102,"Thửa 211 - Tờ 168 TDP Số 9, P.Hoà Nghĩa, Q.Dương Kinh, TP. Hải Phòng",820.0,17.11,Đất,6m,8m,Đông Bắc
PXFTFG,"Thửa 119 - Tờ 84 Trà Khê, P.Anh Dũng, Q.Dương Kinh, TP. Hải Phòng",2500000.0,32.46,Đất,5.5m,14.1m,Đông Bắc
652VD8,"Thửa 322 - Tờ 42 đường La Thành, Xã Tân Tiến, H.Chương Mỹ, TP. Hà Nội",1960000.0,15.0,Đất,6.5m,21.18m,Nam
3AT6SQ,"Thửa 442 - Tờ 23 thôn Văn Phú, Xã An Phú, H.Mỹ Đức, TP. Hà Nội",760.0,10.02,Đất,4.75m,16.11m,Đông Nam
PXEB5G,"Thửa 584 - Tờ 22 thôn Đông Lai, Xã Quang Tiến, H.Sóc Sơn, TP. Hà Nội",3040000.0,32.0,Đất,5m,19.07m,Đông Nam
652028,"Thửa 583 - Tờ 22 thôn Đông Lai, Xã Quang Tiến, H.Sóc Sơn, TP. Hà Nội",3050000.0,32.0,Đất,5m,19.17m,Đông Nam
1SJUG6,"Thửa 1037 - Tờ 16 Kiệt Thu Bồn, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1650000.0,16.3,Đất,4.5m,22.5m,Đông Bắc
QYG5MU,"305 (Thửa 81 - tờ 203) Phù Đổng, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",4500000.0,45.0,Đất,5m,20m,Tây
5KZ597,"26 (Thửa 90 - tờ 203) Hòa Nhân 6, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",4000000.0,40.0,Đất,5m,20m,Đông
2VKFRZ,"Thửa Lô E8 - tờ 17 Tuy Lý Vương, P.Vỹ Dạ, Q.Thuận Hóa, TP. Huế",5460000.0,35.0,Đất,6m,26m,Bắc
KW1URC,"Thửa 528.7 - Tờ 21 Thôn Vũ Vị, Xã Minh Tân, H.Kiến Thuỵ, TP. Hải Phòng",795.0,11.86,Đất,5.2m,12.9m,Tây
E03SQ4,"Thửa 666 - tờ 13 Thôn Đông Cựu, Xã Đông Phương Yên, H.Chương Mỹ, TP. Hà Nội",2000000.0,40.89,Đất,5.54m,9.23m,Đông Nam
E03364,"Thửa 344 - tờ 23 Bột Xuyên, Xã Mỹ Xuyên, H.Mỹ Đức, TP. Hà Nội",1400000.0,17.5,Đất,5.1m,15.76m,Nam
UDG98S,"Thửa 221 - Tờ 19, Lô số ĐG-06 Khu Lỗ Đồng - Bồ Cóc đường 419, Xã Đại Đồng, H.Thạch Thất, TP. Hà Nội",6900000.0,46.0,Đất,8m,18.75m,Tây Nam
1SWF56,"Thửa 269 - Tờ 12 thôn Trì, Xã Thượng Lâm, H.Mỹ Đức, TP. Hà Nội",1750000.0,22.15,Đất,5m,16.8m,Đông Nam
WGUXXR,"Thửa 235 - Tờ 3 Xóm Trại, Xã Đại Yên, H.Chương Mỹ, TP. Hà Nội",4099999.9999999995,62.12,Đất,4m,16.4m,
ABTWAY,"Thửa 508 - Tờ 48 thôn Đình Lê, Xã Tuy Lai, H.Mỹ Đức, TP. Hà Nội",920.0,16.16,Đất,4.3m,13.24m,Tây Bắc
ABTE7Y,"Thửa 422 - Tờ 28 thôn Lai Tảo, Xã Mỹ Xuyên, H.Mỹ Đức, TP. Hà Nội",750.0,17.08,Đất,5.78m,8.41m,Đông Bắc
E08JR4,"Thửa 154 - tờ 61 TDP Trung Nghĩa, P.Hợp Đức, Q.Đồ Sơn, TP. Hải Phòng",999.0,19.78,Đất,4.2m,12.16m,Đông Bắc
WGQE4R,"359 (Thửa 3314 - tờ 2) My Đông, P.Phạm Ngũ Lão, TP.Thuỷ Nguyên, TP. Hải Phòng",6600000.0,76.21,Đất,4.3m,17m,Đông Nam
3AJCXQ,"Thửa 12245 - Tờ 1 đường A1, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",3200000.0,26.66,Đất,5m,24m,Tây Bắc
0TSW49,"Thửa ĐG10-15 - Tờ SĐGĐ Lai Xá, Xã Kim Chung, H.Hoài Đức, TP. Hà Nội",12500000.0,172.41,Đất,5m,14.5m,Đông Bắc
3AR14Q,"Thửa 9 - tờ 223 Xuân Thiều 8, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",3950000.0,49.37,Đất,4m,20m,Tây Bắc
PX7RRG,"Thửa ĐDT-20 - Tờ SĐGĐ Lai Xá, Xã Kim Chung, H.Hoài Đức, TP. Hà Nội",11900000.0,158.66,Đất,5m,15m,Đông Nam
2VYJ2Z,"Thửa 36 - Tờ SĐGĐ Thôn Dậu, Xã Di Trạch, H.Hoài Đức, TP. Hà Nội",8500000.0,171.71,Đất,4.5m,11.12m,Đông Bắc
65FZS8,"Thửa 19 - Tờ 29 Yên Xuân, Xã Yên Trung, H.Thạch Thất, TP. Hà Nội",5940000.0,4.8,Đất,21.07m,54.28m,Tây Nam
7CG17A,"Thửa 2973 - Tờ 1, Đường số 10 KDC 11C, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",2490000.0,29.75,Đất,4m,21m,Đông Nam
3ARGUQ,"08 (Thửa KT04/4 - tờ 327) Trần Tấn, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",4700000.0,44.76,Đất,5m,21m,Tây Nam
0TUTZ9,"Thửa 02 - Tờ Mảnh trích đo địa chính số 07-2022 Đường 404, Xã Đoàn Xá, H.Kiến Thuỵ, TP. Hải Phòng",3550000.0,25.33,Đất,6m,22m,Tây Bắc
YEPXYD,"Thửa 746 - tờ 21 Lê Ngô Cát, Xã Phú Xuân, H.Phú Vang, TP. Huế",3550000.0,35.5,Đất,5m,20.21m,Đông Nam
0T3AY9,"Thửa 2206 - Tờ 53, Hẻm 6 Trần Vĩnh Kiết, P.An Bình, Q.Ninh Kiều, TP. Cần Thơ",5000000.0,25.0,Đất,8m,25m,Tây Bắc
87ERN3,"Thửa 353 - tờ 45 Thôn An Ninh, Xã Hòa Nhơn, H.Hòa Vang, TP. Đà Nẵng",1150000.0,9.49,Đất,6m,20.74m,Tây
SHR035,"Thửa 360 - Tờ 120, Đường số 7 KDC 91B, P.Tân An, Q.Ninh Kiều, TP. Cần Thơ",3850000.0,38.5,Đất,5m,20m,Đông Bắc
UDWRUS,"Thửa 295 - Tờ 54, Đường số 7 KDC 91B, P.Tân An, Q.Ninh Kiều, TP. Cần Thơ",3850000.0,38.5,Đất,5m,20m,Tây Bắc
JZ8860,"Thửa 358 - Tờ 8, Đường số 3 KDC 11A, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",5700000.0,50.22,Đất,9.07m,18m,Đông Bắc
65BCQ8,"82/3 (Thửa 177 - tờ 24) Nguyễn Sinh Cung, P.Vỹ Dạ, Q.Thuận Hóa, TP. Huế",2100000.0,19.81,Đất,6.5m,16.31m,Đông Bắc
65BD68,"Thửa 478 - tờ 31 KDC Thanh Lam, P.Thủy Phương, TX.Hương Thủy, TP. Huế",2049999.9999999998,13.01,Đất,7.5m,221m,Đông Bắc
2V58YZ,"Thửa 94 - Tờ 108 Trần Lê, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",6550000.0,60.93,Đất,5m,21.5m,Tây Bắc
GMUPZ2,"Thửa 234 - Tờ 13, Kiêt 1014 Tôn Đản, P.Hòa Thọ Tây, Q.Cẩm Lệ, TP. Đà Nẵng",2890000.0,36.03,Đất,6.1m,13.15m,Tây Bắc
2VUX5Z,"1074/2/2 (Thửa 272 - tờ 53) Trường Chinh, P.Hòa Phát, Q.Cẩm Lệ, TP. Đà Nẵng",2850000.0,31.56,Đất,5.79m,16.06m,Đông Bắc
5K46N7,"Thửa 6363 - Tờ 1, Đường số 47 KDC 586, P.Hưng Phú, Q.Cái Răng, TP. Cần Thơ",3800000.0,31.66,Đất,5m,24m,Tây Bắc
3AKXJQ,"26C/106 (Thửa 367 - tờ 27) Nguyễn Lộ Trạch, P.Xuân Phú, Q.Thuận Hóa, TP. Huế",2100000.0,28.68,Đất,5.13m,16.57m,Đông
87D6K3,"Thửa 1765 - Tờ 1 Thôn 9, Xã Liên Xuân, TP.Thuỷ Nguyên, TP. Hải Phòng",450.0,1.73,Đất,4.75m,14.35m,Đông Nam
9NVJVP,"K32/9/5 (Thửa 390 - tờ 32) Phan Khoang, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",2900000.0,36.25,Đất,5m,16m,Đông Bắc
65YJ78,"Thửa 12 - tờ 55 Thôn Khương Mỹ, Xã Hòa Phong, H.Hòa Vang, TP. Đà Nẵng",2000000.0,11.49,Đất,7.2m,35.1m,Tây Nam
SHCQ05,"Thửa 805 - tờ 38 K106 Minh Mạng, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1550000.0,15.39,Đất,5.64m,17.59m,Tây Nam
3AD10Q,"Thửa 439 -  Tờ 43 Nguyễn Khoa Chiêm, P.An Tây, Q.Thuận Hóa, TP. Huế",6700000.0,32.94,Đất,11.97m,21m,Đông
JZNDE0,"Thửa 269 - tờ 27 TDP Ngọc Anh, P.Phú Thượng, Q.Thuận Hóa, TP. Huế",4450000.0,25.14,Đất,10.1m,17.6m,Đông Bắc
UDKTWS,"Thửa 206 - tờ 83 K86 Thiên Thai, P.An Cựu, Q.Thuận Hóa, TP. Huế",1150000.0,9.49,Đất,7.3m,18.08m,Tây Nam
7CEMJA,"Thửa 697 - tờ 9 ấp Đông Thắng A, Xã Đông Thuận, H.Thới Lai, TP. Cần Thơ",650.0,1.92,Đất,6m,61.7m,Đông Nam
3ADEAQ,"Thửa A3 - tờ 03 Thôn Ngọc Anh, P.Phú Thượng, Q.Thuận Hóa, TP. Huế",4150000.0000000005,25.93,Đất,8m,20m,Tây Bắc
65AH78,"Thửa 15 - tờ 49 Mỹ Khê 5, P.Phước Mỹ, Q.Sơn Trà, TP. Đà Nẵng",43000000.0,127.52,Đất,8.1m,41.86m,Đông Bắc
AB4FJY,"Thửa 1772 - Tờ 88 Hoàng Quốc Việt, P.An Cựu, Q.Thuận Hóa, TP. Huế",1050000.0,10.48,Đất,8.9m,12.01m,Tây Nam
PXVXSG,"Thửa 932 - Tờ 14 Kiệt Hoài Thanh, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1500000.0,14.74,Đất,5.56m,18.34m,Tây Nam
ABE0PY,"Thửa 406 - tờ 77 KQH Thủy Vân, P.Vỹ Dạ, Q.Thuận Hóa, TP. Huế",2880000.0,29.56,Đất,5m,19.48m,Tây Bắc
3AYEYQ,"Thửa 819 - tờ 6 KQH Hương Sơ, P.Hương Sơ, Q.Phú Xuân, TP. Huế",1220000.0,19.96,Đất,4.7m,13m,Tây Bắc
1S5HK6,"Thửa 107 - tờ 32 KQH Ngọc Anh, P.Phú Thượng, Q.Thuận Hóa, TP. Huế",3100000.0,24.56,Đất,7.5m,17.4m,Tây Bắc
657KY8,"Thửa 208 - tờ 13 Dương Quảng Hàm, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1590000.0,15.9,Đất,8.53m,12.24m,Tây Bắc
3AYUVQ,"Thửa 847 - tờ 24 Thôn Tam Kiệt, Xã Hữu Bằng, H.Kiến Thuỵ, TP. Hải Phòng",999.0,16.48,Đất,5m,11.2m,Tây Bắc
7CCVPA,"Thửa 2966 - Tờ 2 Nguyên Hồng, P.Ba Láng, Q.Cái Răng, TP. Cần Thơ",2400000.0,20.72,Đất,5m,22.47m,Tây Nam
CRWU1B,"Lô 02 - Tờ 11 Nguyễn Lộ Trạch, P.Xuân Phú, Q.Thuận Hóa, TP. Huế",7400000.0,54.41,Đất,7.3m,18.7m,Tây Bắc
7CKVGA,"Thửa 566 - tờ 11 Thôn Hà Đỗ, P.Hồng Phong, Q.An Dương, TP. Hải Phòng",1500000.0,24.5,Đất,5.12m,11.73m,Tây Nam
2VM46Z,"Thửa 1086 - Tờ 14, Số 10 Phạm Đình Toái, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1950000.0,19.5,Đất,4.38m,23.02m,Đông Nam
GMXEZ2,"Thửa 465 - Tờ 38 Tôn Thất Bật, P.An Tây, Q.Thuận Hóa, TP. Huế",2400000.0,29.62,Đất,4.5m,18m,Đông Nam
875P53,"Thửa 261 - Tờ 13 Châu Sơn, P.Thủy Châu, TX.Hương Thủy, TP. Huế",1390000.0,13.9,Đất,5m,20.3m,Đông Bắc
UDY2RS,"Thửa 112 - tờ 120 Nguyễn Lý, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",5300000.0,53.0,Đất,5m,20m,Tây
7CKZRA,"Thửa 421 - tờ 8 Thôn Đồng Di, Xã Phú Hồ, H.Phú Vang, TP. Huế",1050000.0,8.3,Đất,5m,26.18m,Đông Bắc
PXNQEG,"Thửa 709 - tờ 86 Ngô Miễn, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2500000.0,21.94,Đất,5.01m,22.95m,Tây Bắc
UDYBPS,"Thửa 548 - tờ 29 Nguyễn Văn Chư, P.Thủy Phương, TX.Hương Thủy, TP. Huế",999.0,9.21,Đất,5.02m,6.2m,Tây Nam
9NTTYP,"Thửa 114 - tờ 100 Trần Kim Xuyến, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",6000000.0,59.52,Đất,5.04m,20.18m,Đông Bắc
9NZEVP,"Thửa 197 - tờ 42 Vân Đồn, P.Nại Hiên Đông, Q.Sơn Trà, TP. Đà Nẵng",27500000.0,178.45,Đất,11.47m,20m,Bắc
87QM43,"Thửa 237 - tờ 38 Đinh Châu, P.Hòa Thọ Đông, Q.Cẩm Lệ, TP. Đà Nẵng",7250000.0,72.5,Đất,5m,20m,Tây Nam
SH7M05,"Thửa 1466 - tờ 15 Hoàng Quốc Việt, P.An Cựu, Q.Thuận Hóa, TP. Huế",2580000.0,24.08,Đất,6.95m,11.95m,Đông
7K5CSA,"Thửa 179-1, Tờ 16 Nguyễn Tất Thành, P.Thủy Phương, TX.Hương Thủy, TP. Huế",8000000.0,37.66,Đất,8m,27.71m,Đông Bắc
7KS76A,"Thửa 984 - tờ 61 Lê Đức Anh, P.Vỹ Dạ, Q.Thuận Hóa, TP. Huế",1600000.0,24.61,Đất,8.12m,8m,Bắc
1UXYR6,"Thửa 658 - Tờ 35 Phạm Ngũ Lão, P.An Hòa, Q.Ninh Kiều, TP. Cần Thơ",6000000.0,35.27,Đất,7.5m,22.85m,Tây Bắc
6SX4E8,"Thửa 7675 - Tờ 1, Đường số 48 KDC 586, P.Hưng Phú, Q.Cái Răng, TP. Cần Thơ",2700000.0,27.0,Đất,5m,20m,Đông Bắc
5H3EP7,"Thửa 681 - tờ 62 Thôn 5, Xã Hòa Khương, H.Hòa Vang, TP. Đà Nẵng",2300000.0,6.96,Đất,10m,34.08m,Tây
7K8XZA,"Thửa 134 - tờ 22 K98 Nguyễn Đình, P.An Hải Bắc, Q.Sơn Trà, TP. Đà Nẵng",7000000.0,50.76,Đất,6.01m,23.88m,Tây Nam
7K80WA,"Thửa 407 -Tờ 17 Nguyễn Án, Xã Hòa Phước, H.Hòa Vang, TP. Đà Nẵng",3550000.0,35.5,Đất,5m,20m,Đông Bắc
0ZETB9,"Thửa 269- Tờ 13 Phú Lộc 10, P.Thanh Khê Tây, Q.Thanh Khê, TP. Đà Nẵng",14000000.0,101.37,Đất,8.49m,20m,Đông Bắc
0ZBW59,"Thửa 1469- Tờ 5 KDC OTT4, P.Thủy Dương, TX.Hương Thủy, TP. Huế",3250000.0,32.5,Đất,5m,20m,Tây Nam
AC8SJY,"Thửa 517 - Tờ 9 Huỳnh Bá Chánh, P.Hương Sơ, Q.Phú Xuân, TP. Huế",1850000.0,18.5,Đất,5m,20m,Nam
5H1QB7,"Thửa 754 - Tờ 58 Dạ Lê Chánh, P.Vỹ Dạ, Q.Thuận Hóa, TP. Huế",1480000.0,22.69,Đất,5m,13m,Tây Nam
PN4RYG,"Thửa 755 - Tờ 58 Dạ Lê Chánh, P.Vỹ Dạ, Q.Thuận Hóa, TP. Huế",1480000.0,22.45,Đất,5.2m,12.8m,Tây Nam
UYMVQS,"Thửa 719 - Tờ 32 Nguyễn Hữu Cảnh, P.An Tây, Q.Thuận Hóa, TP. Huế",1400000.0,22.61,Đất,7.5m,8.3m,Đông Nam
85T9W3,"Thửa 1593 - Tờ 7, Đường số 3 KDC Nam Long, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",15000000.0,42.55,Đất,15m,23.5m,Đông Bắc
PN4H8G,"65 (Thửa 191 - tờ 25) Giáp Hải, P.Nại Hiên Đông, Q.Sơn Trà, TP. Đà Nẵng",6600000.0,94.28,Đất,5m,14m,Đông Bắc
5HVSF7,"Thửa 409 - Tờ 40 Thôn Phú Ninh, Xã Minh Phú, H.Sóc Sơn, TP. Hà Nội",2040000.0,25.5,Đất,4m,20m,Đông Nam
85ZMT3,"Thửa 244 - tờ 37 Thôn Tân Hạnh, Xã Hòa Phước, H.Hòa Vang, TP. Đà Nẵng",2150000.0,14.33,Đất,5.5m,20.14m,Tây Nam
SDXHB5,"Thửa 11117 - Tờ 1, Đường B4 KDC Phú An, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",2200000.0,27.16,Đất,4.5m,18m,Tây Nam
5HXPU7,"Thửa 204 - Tờ 13 Dương Quảng Hàm, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",2350000.0,21.28,Đất,6.02m,18.02m,Tây Nam
SDN9Z5,"Thửa 1053 -Tờ 11 Nguyễn Thị Định, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",1900000.0,19.0,Đất,4.45m,24.4m,Đông Bắc
PNC51G,"Thửa 1104 - Tờ 34, Đường số 5 KDC Hồng Phát, P.An Bình, Q.Ninh Kiều, TP. Cần Thơ",12000000.0,58.02,Đất,11.57m,23m,Đông Bắc
UYTK3S,"Thửa 454 - tờ 32 K39 Nguyễn Nhàn, P.Hòa Thọ Đông, Q.Cẩm Lệ, TP. Đà Nẵng",3000000.0,36.58,Đất,3.9m,21.72m,Tây
CWQ0MB,"Thửa 293 - Tờ 33, Đường ĐT601 Thôn Nam Mỹ, Xã Hòa Bắc, H.Hòa Vang, TP. Đà Nẵng",7000000.0,3.23,Đất,31.01m,70.41m,Tây Nam
85P9J3,"Thửa 121 -Tờ 184 Lê Đỉnh, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",4550000.0,45.5,Đất,5m,20m,Tây
37PT5Q,"Thửa 5196 - Tờ 35, Đường Số 4 KDC Cái Sơn, P.An Bình, Q.Ninh Kiều, TP. Cần Thơ",12000000.0,70.5,Đất,10.12m,21.5m,Tây Bắc
SDZX65,"Thửa 12325 - Tờ 1, Đường B11 KDC Phú An, P.Hưng Phú, Q.Cái Răng, TP. Cần Thơ",2530000.0,25.3,Đất,5m,20m,Đông Nam
EJ37U4,"Thửa 413 -Tờ 112, Đường Đồng Văn Cống Khu Vực 5, P.An Thới, Q.Bình Thuỷ, TP. Cần Thơ",800.0,9.43,Đất,6m,15.16m,
SD2N35,"Thửa 2168 - Tờ 15, Đường F4 KV Bình An, P.Long Hòa, Q.Bình Thuỷ, TP. Cần Thơ",3150000.0,31.5,Đất,5m,20m,Tây Nam
9T57YP,"Thửa 2664 - Tờ 8 Ấp Tân Thành, Xã Nhơn Ái, H.Phong Điền, TP. Cần Thơ",570.0,7.97,Đất,5.07m,14.81m,Tây Bắc
1U4F76,"Thửa 321 - Tờ 267 Nam Cao, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",2450000.0,37.29,Đất,5.37m,12.47m,Nam
85WC43,"Thửa 141 -Tờ 23, Kiệt 1014 Tôn Đản, P.Hòa Thọ Tây, Q.Cẩm Lệ, TP. Đà Nẵng",2350000.0,29.15,Đất,8.78m,8.08m,
0ZU7S9,"Thửa 63- Tờ 175 Khánh An 1, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",4500000.0,45.0,Đất,5m,20m,Tây Nam
37WCMQ,"Thửa 187 - Tờ 148 Trinh Đường, P.Hòa Phát, Q.Cẩm Lệ, TP. Đà Nẵng",3590000.0,42.13,Đất,4.93m,19.05m,Tây Nam
ACPQXY,"Thửa 426 -Tờ 109, 21/1 Trần Phú, P.Cái Khế, Q.Ninh Kiều, TP. Cần Thơ",2190000.0,22.62,Đất,7m,12.5m,Đông Nam
6SE2C8,"Thửa 327 -Tờ 45 Bùi Hữu Nghĩa, P.Bình Thủy, Q.Bình Thuỷ, TP. Cần Thơ",690.0,17.2,Đất,4.45m,9.03m,Tây Nam
6SBQF8,"Thửa 489- Tờ 112 Lê Tấn Trung, P.Thọ Quang, Q.Sơn Trà, TP. Đà Nẵng",12000000.0,124.35,Đất,5.1m,20m,Đông Nam
7KJVYA,"Thửa 306 -Tờ 51 Bùi Chát, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",2300000.0,32.85,Đất,7.93m,8.94m,Tây Nam
GXUV62,"Thửa 790 - tờ 19 Thôn An Trạch, Xã Hòa Tiến, H.Hòa Vang, TP. Đà Nẵng",1300000.0,8.66,Đất,5.4m,27.9m,Đông
PN3BWG,"10 Nguyễn Chánh, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",9950000.0,68.52,Đất,5.5m,26.4m,Tây Bắc
PN3HEG,"Thửa 207 - tờ 75 Hòa Phú 10, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5950000.0,59.5,Đất,5m,20m,Tây Nam
