Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính,Số phòng ngủ,Số phòng tắm,Số tầng,Diện tích đất công nhận,Diện tích sử dụng,Đường trước nhà,Nội thất,Giấy tờ pháp lý
65GY98,"Duy Tân, P.15, Q.Phú Nhuận, TP.HCM",8600000.0,192.39,Nhà mặt tiền,3.4m,13.05m,Bắc,3.0,3.0,2.0,44.70m²,79.10m²,5m,,
UDTG6S,"502 Huỳnh tấn phát, P.Bình Thuận, Q.7, TP.HCM",4300000.0,63.23,Nhà mặt tiền,6m,12m,Đông,4.0,4.0,2.0,68m²,,,,
WGSA7R,"11 Đinh Đức Thiện, Xã Bình Chánh, H.Bình Chánh, TP.HCM",550.0,9.16,Nhà mặt tiền,4m,15m,Đông,3.0,2.0,1.0,60m²,60m²,5m,Cơ bản,
654H18,"214 Đoàn Nguyễn Tuấn, Xã Hưng Long, H.Bình Chánh, TP.HCM",980.0,8.22,Nhà mặt tiền,4.71m,26.76m,Đông Nam,4.0,2.0,2.0,119.10m²,,6m,Đầy đủ,
E0XN14,"23E Khu phố 2, P.Thạnh Xuân, Q.12, TP.HCM",2190000.0,43.8,Nhà mặt tiền,4m,15m,Đông Bắc,2.0,1.0,1.0,50m²,,,,
E0XN14,"23E Khu phố 2, P.Thạnh Xuân, Q.12, TP.HCM",2190000.0,43.8,Nhà mặt tiền,4m,15m,Đông Bắc,2.0,1.0,1.0,50m²,,,,
65C1E8,"Mã Lò, P.Bình Trị Đông A, Q.Bình Tân, TP.HCM",26000000.0,185.58,Nhà mặt tiền,6.16m,29.84m,Đông Bắc,2.0,3.0,2.0,140.10m²,,,,
7CRHGA,"1/6C Đặng Thúc Vịnh, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",23000000.0,97.87,Nhà mặt tiền,6.01m,53.7m,Đông Nam,2.0,1.0,1.0,235m²,,60m,Bàn giao thô,
PX8CRG,"168 đinh văn ước, Xã Hưng Long, H.Bình Chánh, TP.HCM",920.0,10.77,Nhà mặt tiền,5m,17m,Tây Bắc,2.0,2.0,1.0,85.40m²,,,Cơ bản,
3AK3ZQ,"114 Cộng Hoà, P.4, Q.Tân Bình, TP.HCM",26500000.0,373.23,Nhà mặt tiền,4m,17.85m,Nam,3.0,3.0,2.0,71m²,95m²,30m,,
SHE1F5,"đường số 14, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",9000000.0,130.62,Nhà mặt tiền,4m,17.17m,Tây Bắc,5.0,4.0,4.0,68.90m²,156.10m²,15m,Cơ bản,
0T2D09,"14B6 Hà Huy Giáp, P.Thạnh Lộc, Q.12, TP.HCM",15500000.0,180.86,Nhà mặt tiền,4.5m,19.09m,Đông,16.0,16.0,5.0,85.70m²,358.80m²,,,
SH7SV5,"Tỉnh Lộ 2, Xã Trung Lập Hạ, H.Củ Chi, TP.HCM",13000000.0,18.32,Nhà mặt tiền,14.2m,51.03m,Đông Bắc,7.0,7.0,4.0,709.40m²,,20m,Đầy đủ,
D4KACH,"2 ( Thửa 926 - tờ 21) đường số 76, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",4000000.0,24.09,Nhà mặt tiền,8m,21.49m,Đông Bắc,8.0,8.0,2.0,166m²,,6m,,
D4KACH,"2 ( Thửa 926 - tờ 21) đường số 76, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",4000000.0,24.09,Nhà mặt tiền,8m,21.49m,Đông Bắc,8.0,8.0,2.0,166m²,,6m,,
37XN8Q,"Lê Văn Lương, Xã Phước Kiển, H.Nhà Bè, TP.HCM",5000000.0,50.0,Nhà mặt tiền,5m,20m,Đông,3.0,2.0,1.0,100m²,,,,
DEUP3H,"109A Tam Châu, P.Tam Phú, TP.Thủ Đức, TP.HCM",9990000.0,63.99,Nhà mặt tiền,5m,27.23m,Đông Bắc,3.0,2.0,2.0,156.10m²,173.80m²,8m,,
37NT8Q,"24 Nguyễn Bá Tuyển, P.12, Q.Tân Bình, TP.HCM",50000000.0,226.24,Nhà mặt tiền,6.8m,34.3m,Đông,5.0,5.0,5.0,221m²,7m²,,,Sổ riêng
DEQT7H,"100 Trần Quốc Toản, P.Võ Thị Sáu, Q.3, TP.HCM",15900000.0,280.42,Nhà mặt tiền,9.3m,6m,Đông Nam,3.0,3.0,4.0,56.70m²,156.90m²,16m,,Sổ riêng
0ZCJY9,"394A ( sổ 392) Nguyễn Thị Kiểu, P.Hiệp Thành, Q.12, TP.HCM",12900000.0,92.14,Nhà mặt tiền,5.6m,25m,Tây Nam,1.0,1.0,2.0,140m²,60.19m²,12m,,
1UGR86,"Trịnh Quang Nghị, P.7, Q.8, TP.HCM",8900000.0,80.9,Nhà mặt tiền,5m,22m,Tây Bắc,4.0,5.0,4.0,110m²,285.70m²,10m,Đầy đủ,
DE6JQH,"19 đường số 20, Phước Long B, Q.9, TP.HCM",19300000.0,120.62,Nhà mặt tiền,8m,20m,Tây Nam,4.0,5.0,3.0,160m²,239.10m²,16m,,
0ZY0B9,"1 Nguyễn Văn Bứa, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",750.0,18.75,Nhà mặt tiền,4m,10m,Tây Nam,2.0,2.0,1.0,40m²,80m²,6m,Cơ bản,
PNHBYG,"5B (Thửa 26 - tờ 49) Nguyễn Văn On, TT.Củ Chi, H.Củ Chi, TP.HCM",3400000.0,30.35,Nhà mặt tiền,6.03m,18.86m,Tây,2.0,1.0,1.0,112m²,,8m,,
WP5VNR,"Lê Quang Định, P.11, Q.Bình Thạnh, TP.HCM",23000000.0,263.76,Nhà mặt tiền,4.15m,23.95m,Tây Nam,3.0,3.0,3.0,87.20m²,204.20m²,10m,,
PNHNPG,"45 Phan Đình Phùng, P.15, Q.Phú Nhuận, TP.HCM",15990000.0,366.74,Nhà mặt tiền,3m,14.15m,Đông Bắc,4.0,4.0,5.0,43.60m²,151.90m²,3m,,
YBX5KD,"86 Trần Thị Hè, P.Hiệp Thành, Q.12, TP.HCM",5500000.0,72.08,Nhà mặt tiền,4.03m,19.03m,Đông Bắc,2.0,1.0,2.0,76.30m²,100.40m²,8m,,
1UR9Y6,"34-36 đường B3, P.Tây Thạnh, Q.Tân Phú, TP.HCM",15380000.0,148.02,Nhà mặt tiền,8m,16m,Đông Bắc,6.0,4.0,3.0,103.90m²,,4.3m,,
WPS6VR,"24 Hoa Hồng, P.2, Q.Phú Nhuận, TP.HCM",24900000.0,389.06,Nhà mặt tiền,4m,16m,Nam,4.0,6.0,5.0,64m²,279.98m²,6m,Đầy đủ,
EJ6CK4,"Thửa 731 - tờ 98 đường số 5, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",3950000.0,37.26,Nhà mặt tiền,5m,21.2m,Bắc,3.0,2.0,2.0,106m²,103.30m²,6m,,
YBZWTD,"đường số 7, P.11, Q.6, TP.HCM",14500000.0,181.25,Nhà mặt tiền,4m,20m,Tây,4.0,4.0,4.0,80m²,276.80m²,8m,,
6S42U8,"579 Hoàng Văn Thụ, P.4, Q.Tân Bình, TP.HCM",22000000.0,206.18,Nhà mặt tiền,3.7m,29.6m,Tây Bắc,4.0,4.0,4.0,106.70m²,272.80m²,10m,,
6SE9D8,"Huỳnh Thị Đồng, TT.Nhà Bè, H.Nhà Bè, TP.HCM",24000000.0,115.55,Nhà mặt tiền,16.23m,26m,Tây Bắc,4.0,4.0,4.0,207.70m²,856.80m²,12m,,
SDW345,"17 Hồng Hà, P.2, Q.Tân Bình, TP.HCM",26500000.0,333.33,Nhà mặt tiền,10.25m,8.32m,Nam,4.0,4.0,4.0,79.50m²,261.30m²,20m,,
PN34JG,"137bis Nguyễn Thị Minh Khai, P.Bến Thành, Q.1, TP.HCM",45000000.0,689.12,Nhà mặt tiền,4.2m,15.58m,Tây Bắc,6.0,5.0,4.0,65.30m²,145.80m²,30m,Cơ bản,
85KRM3,"2 Trương Hán Siêu, P.Tân Định, Q.1, TP.HCM",8800000.0,290.42,Nhà mặt tiền,3.65m,9.3m,Tây,3.0,4.0,4.0,30.30m²,101.70m²,5.8m,,
DEJ8MH,"749 Huỳnh Tấn phát, P.Phú Thuận, Q.7, TP.HCM",2200000.0,132.53,Nhà mặt tiền,4.2m,41m,Tây Bắc,2.0,2.0,2.0,16.60m²,,,,
DEJVTH,"đường số 12, P.10, Q.Gò Vấp, TP.HCM",24000000.0,240.0,Nhà mặt tiền,5m,20m,Nam,5.0,4.0,5.0,100m²,374.20m²,10m,Đầy đủ,Sổ riêng
6SDCV8,"21 Nguyễn Thiện Thuật, P.14, Q.Bình Thạnh, TP.HCM",290000000.0,399.94,Nhà mặt tiền,18.86m,44.75m,Đông Bắc,5.0,5.0,8.0,725.10m²,3327.10m²,9m,,
SDEW35,"77D Phú Hòa, P.8, Q.Tân Bình, TP.HCM",5400000.0,136.67,Nhà mặt tiền,4.3m,10.46m,Tây Bắc,2.0,2.0,2.0,39.51m²,79.02m²,2.5m,,
ACW0RY,"150 Hồng lạc, P.11, Q.Tân Bình, TP.HCM",3700000.0,185.0,Nhà mặt tiền,3.5m,6m,,2.0,2.0,2.0,20m²,40m²,3m,Đầy đủ,
5HE9E7,"29 Đỗ Thị Lời, P.11, Q.3, TP.HCM",19800000.0,401.45,Nhà mặt tiền,3.84m,14.1m,Đông Nam,2.0,2.0,3.0,49.32m²,128.40m²,15m,,
ACFRWY,"78 Lê Văn Sỹ, P.11, Q.Phú Nhuận, TP.HCM",55000000.0,368.87,Nhà mặt tiền,5.2m,25.06m,Tây Nam,1.0,2.0,4.0,149.10m²,369.40m²,,,
YBWE1D,"150 đường số 9, P.9, Q.Gò Vấp, TP.HCM",5950000.0,141.66,Nhà mặt tiền,2.96m,15.7m,Tây Nam,2.0,2.0,2.0,42m²,73.20m²,4m,,
6SAVW8,"Nam Kì Khởi Nghĩa, P.Võ Thị Sáu, Q.3, TP.HCM",117000000.0,776.37,Nhà mặt tiền,8.16m,25m,Tây Nam,7.0,6.0,6.0,150.70m²,469.67m²,,,
QAH6QU,"41 Lê Thúc Hoạch, P.Phú Thọ Hòa, Q.Tân Phú, TP.HCM",30000000.0,182.48,Nhà mặt tiền,8m,20.55m,Bắc,5.0,5.0,4.0,164.40m²,,30m,,Sổ riêng
6SAM28,"32/17C Phan Văn Đối, Xã Bà Điểm, H.Hóc Môn, TP.HCM",55000000.0,60.14,Nhà mặt tiền,14.02m,54.77m,Đông Nam,4.0,4.0,1.0,914.40m²,,,,
PNVDWG,"8 đường số 33A, P.Bình Trị Đông B, Q.Bình Tân, TP.HCM",30000000.0,107.52,Nhà mặt tiền,14.52m,26.76m,Nam,5.0,4.0,3.0,279m²,265.70m²,6.29m,,
85ATY3,"177 Trần Thị Trọng, P.15, Q.Tân Bình, TP.HCM",45000000.0,160.88,Nhà mặt tiền,6.2m,24.41m,Nam,31.0,32.0,5.0,279.70m²,873.30m²,14m,,
0ZNZ69,"262 Nguyễn Thái Bình, P.12, Q.Tân Bình, TP.HCM",55000000.0,333.33,Nhà mặt tiền,8.71m,20.85m,Đông Nam,3.0,2.0,4.0,165m²,406.46m²,14m,,
409M6F,"175 Bùi Minh Trực, P.5, Q.8, TP.HCM",11500000.0,169.36,Nhà mặt tiền,3.94m,17.01m,Bắc,4.0,3.0,2.0,67.90m²,98.60m²,,,
409M6F,"175 Bùi Minh Trực, P.5, Q.8, TP.HCM",11500000.0,169.36,Nhà mặt tiền,3.94m,17.01m,Bắc,4.0,3.0,2.0,67.90m²,98.60m²,,,
7KCCUA,"37B Lê Thị Bay, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",3000000.0,29.7,Nhà mặt tiền,5.99m,17.5m,Tây Bắc,2.0,1.0,1.0,101m²,,6m,,
400ERF,"Thửa 954 - tờ 15 đường 420, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",3450000.0,32.54,Nhà mặt tiền,5m,21.44m,Tây Bắc,3.0,2.0,2.0,106m²,,6m,,Sổ riêng
QAA65U,"ngã ba đông quang, P.Hiệp Thành, Q.12, TP.HCM",780.0,30.0,Nhà mặt tiền,4m,6.5m,Đông Bắc,2.0,2.0,1.0,26m²,,4m,,
PNNQBG,"401 Man Thiện, P.Tăng Nhơn Phú A, TP.Thủ Đức, TP.HCM",22000000.0,172.95,Nhà mặt tiền,5m,25.6m,Tây Nam,3.0,3.0,3.0,127.20m²,310.20m²,15m,,
377CAQ,"414 Tỉnh Lộ 15, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",43000000.0,17.1,Nhà mặt tiền,40.5m,63.2m,Tây Nam,2.0,2.0,1.0,2513.70m²,,20m,,
CWW94B,"87 Trần Văn Đang, P.9, Q.3, TP.HCM",6500000.0,234.65,Nhà mặt tiền,2.21m,10.37m,Nam,3.0,2.0,3.0,27.70m²,57.30m²,,,
GXNP82,"51 Dương Khuê, P.Hiệp Tân, Q.Tân Phú, TP.HCM",11600000.0,154.25,Nhà mặt tiền,4m,18.8m,Đông Bắc,2.0,2.0,3.0,75.20m²,152m²,12m,,
7KHVWA,"14 Ngô Đức Kế, P.12, Q.Bình Thạnh, TP.HCM",33000000.0,212.9,Nhà mặt tiền,6m,28m,Tây Bắc,27.0,27.0,8.0,155m²,,,,
7KH9EA,"207 Tân Qúy, P.Phú Thọ Hòa, Q.Tân Phú, TP.HCM",12300000.0,209.89,Nhà mặt tiền,4m,18.05m,Tây,1.0,2.0,2.0,58.60m²,66.40m²,10m,,
CWFGRB,"28 đường số 64, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",4000000.0,31.2,Nhà mặt tiền,5m,25.29m,Đông Bắc,3.0,2.0,2.0,128.20m²,144.30m²,6m,,
85UHM3,"152 Dương thị mười, P.Tân Chánh Hiệp, Q.12, TP.HCM",9500000.0,90.47,Nhà mặt tiền,5m,23m,Tây Bắc,4.0,4.0,3.0,105m²,230m²,8m,Đầy đủ,
SDABQ5,"Hẻm 749 Huỳnh Tấn Phát, P.Phú Thuận, Q.7, TP.HCM",2150000.0,126.47,Nhà mặt tiền,4.2m,4.1m,Tây Bắc,2.0,1.0,1.0,17m²,,,,
7KYSTA,"54 Lê văn lương, P.Tân Hưng, Q.7, TP.HCM",3290000.0,117.5,Nhà mặt tiền,4m,8m,Bắc,3.0,2.0,2.0,28m²,28m²,3m,Cơ bản,Sổ riêng
6S37A8,"Hiệp Nhất, P.4, Q.Tân Bình, TP.HCM",18900000.0,223.85,Nhà mặt tiền,5.49m,19.14m,Tây Nam,3.0,2.0,2.0,84.43m²,168.84m²,10m,Cơ bản,
9TGNKP,"Hồng Lạc, P.10, Q.Tân Bình, TP.HCM",9300000.0,235.32,Nhà mặt tiền,3.83m,10.34m,Bắc,4.0,4.0,4.0,39.52m²,112.86m²,,,
DBDBRH,"310 Gò Dầu, P.Tân Quý, Q.Tân Phú, TP.HCM",10700000.0,144.98,Nhà mặt tiền,3m,17.5m,Đông Nam,4.0,3.0,3.0,73.80m²,90m²,10m,,
SYQWH5,"122 Nguyễn Văn Cừ, P.Cầu Ông Lãnh, Q.1, TP.HCM",50000000.0,459.98,Nhà mặt tiền,5.12m,21.48m,Tây Nam,4.0,3.0,4.0,108.70m²,175.10m²,22m,,
PT03RG,"100 đường số 16, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",7950000.0,146.95,Nhà mặt tiền,4.94m,11.47m,Đông Nam,4.0,3.0,4.0,54.10m²,191.90m²,10m,,
GNFDV2,"Phổ Quang, P.9, Q.Phú Nhuận, TP.HCM",17000000.0,250.0,Nhà mặt tiền,4m,17m,Tây Nam,4.0,4.0,3.0,68m²,89m²,,,
1Q2EN6,"Dương Quang Đông, P.5, Q.8, TP.HCM",24000000.0,258.06,Nhà mặt tiền,4m,23.5m,Tây Nam,4.0,3.0,4.0,93m²,215.20m²,32m,,
1QD1T6,"410 An Dương Vương, P.10, Q.6, TP.HCM",17800000.0,147.96,Nhà mặt tiền,3.8m,33.45m,Tây,2.0,3.0,1.0,120.30m²,127m²,20m,Cơ bản,Sổ riêng
35D1RQ,"81 Đô Đốc Lộc, P.Tân Quý, Q.Tân Phú, TP.HCM",3980000.0,165.83,Nhà mặt tiền,4m,6m,Đông,2.0,2.0,2.0,24m²,47.20m²,6m,,Sổ riêng
AKC5AY,"114 - 114/2 đường số 8, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",14000000.0,69.58,Nhà mặt tiền,7.97m,24.62m,Nam,5.0,5.0,2.0,201.20m²,,,,
5DHHY7,"27A Đồng Xoài, P.13, Q.Tân Bình, TP.HCM",6000000.0,332.22,Nhà mặt tiền,4.3m,4.2m,Đông Bắc,3.0,3.0,4.0,18.06m²,57.62m²,4m,,
Q77KMU,"498 Đoàn Văn Bơ, P.15, Q.4, TP.HCM",9500000.0,164.64,Nhà mặt tiền,2.86m,18.12m,Đông Bắc,3.0,4.0,3.0,57.70m²,85.70m²,2.54m,,
1Q3JP6,"74 đường CN1, P.Sơn Kỳ, Q.Tân Phú, TP.HCM",16200000.0,162.0,Nhà mặt tiền,5m,20m,Tây Nam,1.0,1.0,2.0,100m²,156m²,15m,,
7HY94A,"108 Phạm Văn Hai, P.2, Q.Tân Bình, TP.HCM",23000000.0,204.28,Nhà mặt tiền,4.04m,28m,Đông Nam,5.0,5.0,3.0,112.59m²,264.06m²,,,
SAUQX5,"đường số 22, Bình Trưng Tây, Q.2, TP.HCM",14500000.0,63.23,Nhà mặt tiền,8.64m,22.37m,Đông Bắc,3.0,2.0,2.0,229.30m²,135.50m²,3m,Cơ bản,
3S6J4Q,"3 Núi Thành, P.13, Q.Tân Bình, TP.HCM",26500000.0,262.63,Nhà mặt tiền,7.32m,14.09m,Đông Nam,10.0,10.0,5.0,100.90m²,290.50m²,,,
GT9MK2,"Thành Mỹ, P.8, Q.Tân Bình, TP.HCM",22500000.0,157.12,Nhà mặt tiền,5.02m,30.06m,Tây Nam,1.0,1.0,2.0,143.20m²,158.70m²,,,
6QXMT8,"264 đường Lý Thái Tổ, P.1, Q.3, TP.HCM",4950000.0,267.56,Nhà mặt tiền,2.24m,9.52m,Tây Nam,2.0,2.0,3.0,18.50m²,55.50m²,,,
AHUG8Y,"146 Nguyễn Thị Nhỏ, P.12, Q.5, TP.HCM",28000000.0,327.79,Nhà mặt tiền,4m,21.5m,Tây,3.0,3.0,5.0,85.42m²,125.91m²,12.5m,,
C4SN6B,"32 Huyền Quang, P.Tân Định, Q.1, TP.HCM",10800000.0,322.38,Nhà mặt tiền,2.5m,15.41m,Đông Nam,2.0,1.0,2.0,33.50m²,71.04m²,4m,Cơ bản,
U7X43S,"Hà Huy Giáp KP1, P.Thạnh Lộc, Q.12, TP.HCM",50000000.0,102.12,Nhà mặt tiền,8.74m,42.12m,Tây Bắc,4.0,4.0,2.0,489.60m²,330.80m²,10m,Cơ bản,
6QWQR8,"số 59B, P.Tân Tạo, Q.Bình Tân, TP.HCM",15000000.0,150.0,Nhà mặt tiền,5m,20m,Tây Bắc,4.0,3.0,4.0,100m²,265m²,12m,,
W03A7R,"443 Thống Nhất, P.11, Q.Gò Vấp, TP.HCM",8600000.0,2.0,Nhà mặt tiền,3m,12.35m,Đông,2.0,2.0,2.0,37.10m²,41.80m²,,,
8UWYK3,"C25 Đường D11, P.Phú Mỹ, Q.7, TP.HCM",16800000.0,186.66,Nhà mặt tiền,5m,18m,Bắc,4.0,5.0,4.0,90m²,227.50m²,10m,Đầy đủ,
PZ5P0G,"31 Trần Khắc Chân, P.Tân Định, Q.1, TP.HCM",42000000.0,574.55,Nhà mặt tiền,6m,14.45m,Đông,6.0,6.0,7.0,73.10m²,410.76m²,15m,,
2NAGTZ,"698 Võ Văn Kiệt, P.1, Q.5, TP.HCM",13500000.0,569.23,Nhà mặt tiền,4.1m,5.9m,Tây Nam,3.0,3.0,5.0,25.50m²,97.40m²,,,
8UFGN3,"89 Nhất Chi Mai, P.13, Q.Tân Bình, TP.HCM",25000000.0,177.8,Nhà mặt tiền,5m,28.85m,Đông Bắc,4.0,2.0,2.0,140.60m²,222.90m²,11m,,
4RVE7F,"đường Thạch Lam, P.Phú Thạnh, Q.Tân Phú, TP.HCM",24000000.0,132.74,Nhà mặt tiền,7.75m,23.17m,Đông Bắc,21.0,21.0,4.0,180.80m²,447.60m²,8m,,
Q5F5CU,"163 - 165 Đường Cao Thắng, P.12, Q.10, TP.HCM",65000000.0,793.65,Nhà mặt tiền,7.7m,14.45m,Đông Bắc,1.0,1.0,1.0,81.90m²,,10m,,
JP6ZP0,"46 Tú Mỡ, P.7, Q.Gò Vấp, TP.HCM",4500000.0,200.0,Nhà mặt tiền,4.45m,5.68m,Tây Bắc,2.0,3.0,3.0,22.50m²,,4.57m,,
7DWUEA,"đường số 19, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",7000000.0,87.93,Nhà mặt tiền,4.04m,19.85m,Đông Bắc,3.0,4.0,3.0,79.60m²,150.70m²,4.7m,,
YKJ8BD,"154 Nguyễn Văn Trỗi, P.8, Q.Phú Nhuận, TP.HCM",30000000.0,560.74,Nhà mặt tiền,6.22m,13.23m,Tây Nam,14.0,14.0,8.0,53.50m²,393.40m²,30m,,
Q5C6HU,"Trần Tấn, Tân Sơn Nhì, Q.Tân Phú, TP.HCM",10800000.0,157.89,Nhà mặt tiền,3.8m,17.8m,Nam,5.0,6.0,4.0,53.60m²,242.60m²,6m,,
4RZQ6F,"494 Dương Quảng Hàm, P.6, Q.Gò Vấp, TP.HCM",13000000.0,250.96,Nhà mặt tiền,4m,13.16m,Tây Nam,3.0,4.0,3.0,51.80m²,135.40m²,13m,Cơ bản,
PZ1T1G,"6 Gò Công, P.13, Q.5, TP.HCM",16900000.0,358.05,Nhà mặt tiền,6.8m,15m,Tây Nam,3.0,3.0,4.0,47.20m²,147.90m²,12m,Đầy đủ,Sổ riêng
137JF6,"2A Lý Đạo Thành, P.16, Q.8, TP.HCM",6000000.0,96.61,Nhà mặt tiền,9.63m,8.9m,Nam,4.0,3.0,3.0,62.10m²,113.90m²,12m,,Sổ riêng
4RGNTF,"88 số 7, P.Tân Tạo A, Q.Bình Tân, TP.HCM",14000000.0,135.47,Nhà mặt tiền,7.49m,20m,Đông Nam,22.0,22.0,4.0,107.50m²,272m²,,,Sổ riêng
PZX3DG,"Lê Thúc Hoạch, P.Tân Quý, Q.Tân Phú, TP.HCM",31000000.0,216.78,Nhà mặt tiền,17.8m,8.7m,Đông Nam,5.0,7.0,4.0,143m²,459.89m²,30m,,
AHBEEY,"Phổ Quang, P.2, Q.Tân Bình, TP.HCM",21500000.0,315.01,Nhà mặt tiền,3.5m,21.8m,Đông,4.0,3.0,3.0,68.25m²,156.80m²,,,
0GPE29,"Nguyễn Duy Dương, P.9, Q.5, TP.HCM",29000000.0,499.13,Nhà mặt tiền,4.2m,16.1m,,4.0,4.0,4.0,58.10m²,223m²,12m,,
55RJ7X,"70 đường số 2, P.7, Q.8, TP.HCM",11500000.0,104.54,Nhà mặt tiền,5m,22m,Nam,7.0,5.0,5.0,110m²,,,Cơ bản,Sổ riêng
Q3TQUQ,"10 đường số 3, Tăng Nhơn Phú B, Q.9, TP.HCM",3850000.0,89.12,Nhà mặt tiền,3.75m,13.21m,Đông Bắc,1.0,1.0,1.0,43.20m²,43.20m²,4m,,
38P0Q3,"22C đường số 7, Long Phước, Q.9, TP.HCM",18000000.0,79.96,Nhà mặt tiền,8.473m,25.6m,Tây,3.0,6.0,3.0,225.10m²,378.40m²,5m,,
86FU3A,"8 Nguyễn Công Trứ, P.19, Q.Bình Thạnh, TP.HCM",16000000.0,428.95,Nhà mặt tiền,3.6m,12.98m,Đông Bắc,1.0,2.0,2.0,37.30m²,74.60m²,4.7m,Cơ bản,
CYHHBC,"50 đường số 4, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",6000000.0,130.43,Nhà mặt tiền,3.3m,14m,Tây,2.0,3.0,3.0,46m²,95m²,6m,,
6N1U8Y,"24 Nguyễn Tuân, P.3, Q.Gò Vấp, TP.HCM",13000000.0,194.02,Nhà mặt tiền,4m,16m,Tây Nam,3.0,2.0,1.0,67m²,49.40m²,6m,,
6NN68Y,"4 Đỗ Thị Tâm, Tân Quý, Q.Tân Phú, TP.HCM",12000000.0,109.52,Nhà mặt tiền,3.9m,25.65m,Tây,2.0,1.0,1.0,102.80m²,97.10m²,5.6m,,
AQQEYX,"17 đường số 7, P.An Lạc, Q.Bình Tân, TP.HCM",27000000.0,207.69,Nhà mặt tiền,6.01m,21.8m,Bắc,6.0,6.0,6.0,130m²,384m²,18m,,
8NRH3A,"219 Thoại Ngọc Hầu, P.Phú Thạnh, Q.Tân Phú, TP.HCM",16000000.0,135.59,Nhà mặt tiền,4m,29.5m,Bắc,2.0,2.0,2.0,118m²,,17m,,
8NUX3A,"69 Bác Ái, P.Tân Thành, Q.Tân Phú, TP.HCM",9200000.0,139.18,Nhà mặt tiền,4.05m,17.65m,Bắc,4.0,5.0,4.0,66.10m²,215.48m²,13m,,
6ESP8Y,"352 Lê Văn Sỹ, P.14, Q.3, TP.HCM",32000000.0,658.33,Nhà mặt tiền,4.03m,15.32m,Tây,3.0,2.0,3.0,59.20m²,182.80m²,20m,Cơ bản,
J3940D,"11 Nguyễn Văn Huyên, P.Tân Thành, Q.Tân Phú, TP.HCM",25000000.0,216.26,Nhà mặt tiền,6.7m,17m,Tây Bắc,4.0,4.0,4.0,115.60m²,370.20m²,10m,,
6YWDG8,"72a Bùi Quang  là, P.12, Q.Gò Vấp, TP.HCM",8900000.0,118.66,Nhà mặt tiền,4m,16m,Đông Bắc,3.0,4.0,3.0,75m²,147m²,10m,Đầy đủ,Sổ riêng
SB9YP5,"116 Phùng Văn Cung, P.4, Q.Phú Nhuận, TP.HCM",15550000.0,307.92,Nhà mặt tiền,6.5m,8m,Tây Nam,5.0,6.0,4.0,50.50m²,,8m,,
28S1HZ,"Ngô Đức Kế, P.12, Q.Bình Thạnh, TP.HCM",20500000.0,205.0,Nhà mặt tiền,4.05m,25.26m,Nam,5.0,6.0,4.0,100m²,220.10m²,5.11m,,
SBWHT5,"Võ Thị Hồi, Xã Xuân Thới Đông, H.Hóc Môn, TP.HCM",3950000.0,39.5,Nhà mặt tiền,5m,20m,Đông Nam,3.0,2.0,1.0,100m²,100m²,4m,Cơ bản,Sổ riêng
74RW7A,"12222 Tỉnh lộ 10, P.Tân Tạo, Q.Bình Tân, TP.HCM",7200000.0,100.0,Nhà mặt tiền,4.5m,16m,Tây Bắc,5.0,4.0,5.0,72m²,,6m,Đầy đủ,
7446RA,"Phạm Văn Đồng, P.Hiệp Bình Chánh, TP.Thủ Đức, TP.HCM",7000000.0,87.5,Nhà mặt tiền,5.6m,14.2m,Đông Nam,3.0,3.0,1.0,80m²,80m²,,,
AFET1Y,"Bùi Thế Mỹ, P.10, Q.Tân Bình, TP.HCM",8500000.0,101.19,Nhà mặt tiền,4.5m,17m,Bắc,4.0,4.0,3.0,84m²,,,,
RN213J,"trần văn giáp, P.Hiệp Tân, Q.Tân Phú, TP.HCM",8700000.0,155.35,Nhà mặt tiền,3.9m,20m,Đông,3.0,3.0,2.0,56m²,69m²,8m,,
3H7U1Q,"24 Tân Chánh Hiệp 08, P.Tân Chánh Hiệp, Q.12, TP.HCM",6180000.0,90.88,Nhà mặt tiền,4m,19m,Bắc,3.0,2.0,2.0,68m²,,6m,,
SB7EH5,"77 đường 3158C Phạm Thế Hiển, P.7, Q.8, TP.HCM",13000000.0,67.7,Nhà mặt tiền,8m,24m,Tây Bắc,5.0,4.0,3.0,192m²,261.60m²,30m,,
6A6T28,"99:29 Nguyễn đình chiều, P.10, Q.Phú Nhuận, TP.HCM",6800000.0,226.66,Nhà mặt tiền,3m,10m,Đông Bắc,2.0,2.0,2.0,30m²,,,,
